"","ASV_ID","Domain","Phylum","Class","Order","Family","Genus","Species","Confidence","Unique.ID"
"547","21ae1fe99be5d963a4b010d5137e38c4","Bacteria","Planctomycetota","BD7-11","BD7-11","BD7-11","BD7-11","uncultured_marine",0.998940806,"Bacteria_Planctomycetota_BD7-11_BD7-11_BD7-11_BD7-11"
"548","21b916ee788af77977c380ce1bd16ed5","Archaea","Thermoplasmatota","Thermoplasmata","Marine_Group_II","Marine_Group_II","Marine_Group_II","uncultured_marine",0.980750824,"Archaea_Thermoplasmatota_Thermoplasmata_Marine_Group_II_Marine_Group_II_Marine_Group_II"
"549","21bb39ad7a54d3d511550a4bd199a8df","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquibacter","",0.902629581,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Aquibacter"
"550","21c1dfb95741c00dcda81b0c94076850","Bacteria","","","","","","",0.951539062,"Bacteria_____"
"551","21c9e75942bab7f408b90c20fad9bf73","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","uncultured_Flavobacteriia",0.939400614,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Crocinitomicaceae_Fluviicola"
"552","21e7be32ad58d84d5923ac03f85586f9","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22","JGI_0000069-P22","uncultured_bacterium",0.994665563,"Bacteria_Patescibacteria_Gracilibacteria_JGI_0000069-P22_JGI_0000069-P22_JGI_0000069-P22"
"553","21f840771a54f80a4fd5164476eafff3","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","","",0.999998696,"Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Saprospiraceae_"
"554","2206423269972e9f1f142f050f204b05","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_Puniceispirillales_SAR116_clade_SAR116_clade"
"555","22154b6232c3f83a8b7eff59b424b2d5","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Desulfoconvexum","",0.999998681,"Bacteria_Desulfobacterota_Desulfobacteria_Desulfobacterales_Desulfobacteraceae_Desulfoconvexum"
"556","22189aff1564f3340e86bfb121fa303f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Halocynthiibacter","",0.974708139,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Halocynthiibacter"
"557","22197dd93950f4f7cde35b19285e4119","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","",0.999899705,"Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Saprospiraceae_uncultured"
"558","223d968c983552a80745b47976c7b619","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","",1,"Bacteria_Planctomycetota_Planctomycetes_Pirellulales_Pirellulaceae_Blastopirellula"
"559","22488aebb51ead891b60834f92f6028e","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade","",0.999999578,"Bacteria_Chloroflexi_Dehalococcoidia_SAR202_clade_SAR202_clade_SAR202_clade"
"560","224d6767337fbcff304732d259dfd065","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia","",0.999999901,"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia"
"561","2250d6bdf413617b44ebbca6ebe6c7d9","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","uncultured","",0.999996396,"Bacteria_Planctomycetota_Planctomycetes_Planctomycetales_Rubinisphaeraceae_uncultured"
"562","22660fefde089405f61e07e3e55b7147","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","",0.9999879,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Polaribacter"
"563","2268b0c00ec809a69c88068293b5f5d0","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","",0.982228103,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Crocinitomicaceae_Fluviicola"
"564","22a2db84d757ccf85dd3155e3b35e981","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","OM75_clade","",0.999142373,"Bacteria_Proteobacteria_Alphaproteobacteria_Thalassobaculales_Nisaeaceae_OM75_clade"
"565","22af69f2116fd3cea87dbd9636dac8ca","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","",0.956586912,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_uncultured"
"566","22f5afcc921f39697bf0b2bfbd8469c1","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","",0.991443748,"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas"
"567","22fe25239553396ac16569bc2dcae3a6","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured","hydrothermal_vent",0.922914447,"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_uncultured"
"568","2308b9cfa0a62dc67725eed8efbbdb47","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade","SAR86_clade","",1,"Bacteria_Proteobacteria_Gammaproteobacteria_SAR86_clade_SAR86_clade_SAR86_clade"
"569","23137805909478f2347019d00c205898","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured_marine",0.989326994,"Bacteria_Planctomycetota_OM190_OM190_OM190_OM190"
"570","23312f36a835bc5f87b651aad07713c3","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","uncultured_Flavobacterium",0.962525193,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_NS9_marine_group_NS9_marine_group"
"571","234c31fe3b93a6edb02aac7e4a4d58e3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","","",0.999999342,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_"
"572","2350a85013848309f8bd71d2556a9f24","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sandarakinorhabdus","",0.999990473,"Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sandarakinorhabdus"
"573","235f394cee60ebf647f8008b6decfa33","Bacteria","Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera","uncultured_bacterium",0.99999999,"Bacteria_Verrucomicrobiota_Lentisphaeria_Lentisphaerales_Lentisphaeraceae_Lentisphaera"
"574","2361e4fc09730b6ae5280cdd250cf3cb","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavimarina","uncultured_bacterium",0.999471509,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Flavimarina"
"575","238efac7e6cd74c655ba175773fe979b","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Clade_II","",0.967725375,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Clade_II_Clade_II"
"576","23900918ff4e3509e1542e50655ccf05","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured_bacterium",0.990745145,"Bacteria_Bacteroidota_Bacteroidia_Cytophagales_Cyclobacteriaceae_uncultured"
"577","2399d1f8d1c9e5781b01357af37af651","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter","uncultured_marine",0.92930724,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sulfitobacter"
"578","23a17e1fca8268da56c6cee8bf7d5cc9","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","koll11","koll11","uncultured_organism",0.944790424,"Bacteria_Verrucomicrobiota_Omnitrophia_Omnitrophales_koll11_koll11"
"579","23b5724a5e232ded0b09e3197d13619b","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","uncultured_marine",0.99999029,"Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Saprospiraceae_Lewinella"
"580","23ceebb7a2fc2f30a476534f37852d0f","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","uncultured_organism",0.994842912,"Bacteria_Proteobacteria_Alphaproteobacteria_Defluviicoccales_uncultured_uncultured"
"581","23d903eab5c8d3d07e7de8f3ce24a47d","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","uncultured","uncultured_marine",0.960802798,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_uncultured"
"582","23ed02cb18fbf0d2d3d27a69cd4b6a6d","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Marinicella","",1,"Bacteria_Proteobacteria_Gammaproteobacteria_Gammaproteobacteria_Incertae_Sedis_Unknown_Family_Marinicella"
"583","23f8977f59204e8800d29ff0a94ee3d8","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup_9","Subgroup_9","Subgroup_9","uncultured_bacterium",0.979751341,"Bacteria_Acidobacteriota_Vicinamibacteria_Subgroup_9_Subgroup_9_Subgroup_9"
"584","23f9b142c4f634d34d06abb0ba857650","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","uncultured_bacterium",0.990072869,"Bacteria_Proteobacteria_Alphaproteobacteria_Micavibrionales_Micavibrionaceae_uncultured"
"585","241bad6d44936d1454bc1c64dd855c34","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","uncultured","uncultured_gamma",0.997878313,"Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Legionellaceae_uncultured"
"586","2427ac1e76051cbaf5ad24e77be301b7","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","",0.999999906,"Bacteria_Bdellovibrionota_Bdellovibrionia_Bdellovibrionales_Bdellovibrionaceae_OM27_clade"
"587","2433061a8b709eda0f3506eb556f7f40","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","","",0.999948106,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_"
"588","243f6c5900709052a481d1e8dead5e80","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","uncultured_bacterium",0.999012626,"Bacteria_Verrucomicrobiota_Verrucomicrobiae_Verrucomicrobiales_Rubritaleaceae_Rubritalea"
"589","24404ac4ce973bb677fd597568334880","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","",0.999961895,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Polaribacter"
"590","24446b069183d223e8df1c92d07abd5d","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_marine",0.935258743,"Bacteria_Bdellovibrionota_Bdellovibrionia_Bdellovibrionales_Bdellovibrionaceae_OM27_clade"
"591","244fb6c47573f602bc2e76b4ee95970a","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","","",1,"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Comamonadaceae_"
"592","24524322afb8cc2964d2ab2d76a6c9a0","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","",0.98775434,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Polaribacter"
"593","245c31ee8eb06d8120fa577dc88b52a4","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","",0.999979661,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Polaribacter"
"594","247c3d004e2753971f8d3546f6fdd7ee","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema_CCAP_1459-11B","",0.987094164,"Bacteria_Cyanobacteria_Cyanobacteriia_Cyanobacteriales_Phormidiaceae_Tychonema_CCAP_1459-11B"
"595","249a58e5c9e38497974f7b1c5d3ad7c3","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","","",0.999998377,"Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_"
"596","249afac796921585acfeda21f0788a86","Bacteria","Proteobacteria","Gammaproteobacteria","","","","",0.999313259,"Bacteria_Proteobacteria_Gammaproteobacteria___"
"597","24af8a7244264c50f9d2f2ac0801eaa5","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Persicirhabdus","",1,"Bacteria_Verrucomicrobiota_Verrucomicrobiae_Verrucomicrobiales_Rubritaleaceae_Persicirhabdus"
"598","24b0466bcd8dc100c852edb03e6068ae","Bacteria","Proteobacteria","Gammaproteobacteria","Thiohalorhabdales","Thiohalorhabdaceae","uncultured","uncultured_bacterium",0.962493039,"Bacteria_Proteobacteria_Gammaproteobacteria_Thiohalorhabdales_Thiohalorhabdaceae_uncultured"
"599","24b57ef7eef36fd922cf8fc7bd259274","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","",0.999995046,"Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Arenimonas"
"600","24bd076f113cc22b28a26169d3edb92b","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","uncultured","",0.974497855,"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Nitrincolaceae_uncultured"
"601","24c309b3f73ccc73ca91b64cfd1158a0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","","",0.999999978,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_"
"602","24c732cce426311b65c19274dc11e494","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Aliiroseovarius","uncultured_Alphaproteobacteria",0.90783192,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Aliiroseovarius"
"603","24e42329f06faf730bcef6919570ad05","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured_bacterium",0.988743212,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Cryomorphaceae_uncultured"
"604","24e535d6167fca0c8f7eeb4eb0f327c3","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thiomicrospiraceae","endosymbionts","uncultured_proteobacterium",0.999909954,"Bacteria_Proteobacteria_Gammaproteobacteria_Thiomicrospirales_Thiomicrospiraceae_endosymbionts"
"605","24ec6bea4dd276413c47f6358f0c6889","Bacteria","Proteobacteria","Alphaproteobacteria","","","","",0.999999897,"Bacteria_Proteobacteria_Alphaproteobacteria___"
"606","24f9d9a8ce6a6a409dc3cb6430ac45b2","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella","",0.999999733,"Bacteria_Bacteroidota_Bacteroidia_Cytophagales_Spirosomaceae_Arcicella"
"607","24fee190417913aa8f5bf2d2046099da","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Candidatus_Endobugula","",0.996869598,"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Cellvibrionaceae_Candidatus_Endobugula"
"608","2501f6d2004c628942e1ffd3ad9664e2","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter","",0.983542508,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_Ulvibacter"
"609","2518b6246436c20b1b775d284b5d8a83","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium_PCC-6307","",0.999921036,"Bacteria_Cyanobacteria_Cyanobacteriia_Synechococcales_Cyanobiaceae_Cyanobium_PCC-6307"
"610","2519f4a8ca8b01f4ff5668032292b770","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ia","",0.988661114,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Clade_I_Clade_Ia"
"611","251b6189239c2df8660e3d11d4fcd5f6","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Thermomarinilinea","",0.999936634,"Bacteria_Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_Thermomarinilinea"
"612","2534baf15a8109ac3c5488af80cb0210","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","",0.999164641,"Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Saprospiraceae_uncultured"
"613","2539665ea17e9b5e6026f937e2e3a230","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS7_marine_group","NS7_marine_group","uncultured_bacterium",0.999941584,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_NS7_marine_group_NS7_marine_group"
"614","254d6d7f82773956aa01baeec8432728","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured","",0.999999989,"Bacteria_Proteobacteria_Gammaproteobacteria_Gammaproteobacteria_Incertae_Sedis_Unknown_Family_uncultured"
"615","254eb8764799c1e93968c855697267b2","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4","",0.999999678,"Bacteria_Planctomycetota_Phycisphaerae_MSBL9_SG8-4_SG8-4"
"616","256dd73fcec6ac88047d4defa9ae29c9","Bacteria","","","","","","",0.999694556,"Bacteria_____"
"617","2580e280b132117001c91876592bb87f","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","","",1,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Flavobacteriaceae_"
"618","25826ec25fa81f0f7ad55e7b2c5ac5c8","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","NS9_marine_group","uncultured_bacterium",0.927354346,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_NS9_marine_group_NS9_marine_group"
"619","25829522245ab7ca1722239106b9d1d2","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","",0.999881331,"Archaea_Crenarchaeota_Nitrososphaeria_Nitrosopumilales_Nitrosopumilaceae_Candidatus_Nitrosopumilus"
"620","2589bd2bc2dec39f08de3a1dc0528a68","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured","",0.999978758,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Magnetospiraceae_uncultured"
"621","259312d60c69a3abc34abeebf00154be","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","","",0.999997478,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_"
"622","2593204ce7a06cbf01e6e9da6f5b9368","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","uncultured_euryarchaeote",0.986551197,"Archaea_Nanoarchaeota_Nanoarchaeia_Woesearchaeales_SCGC_AAA011-D5_SCGC_AAA011-D5"
"623","25e94605052db843651ef2bd1f47374c","Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales","Granulosicoccaceae","Granulosicoccus","uncultured_bacterium",0.980188277,"Bacteria_Proteobacteria_Gammaproteobacteria_Granulosicoccales_Granulosicoccaceae_Granulosicoccus"
"624","26033d65078c88ae7d2a3d36369f2480","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured","uncultured_marine",0.99993183,"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_uncultured"
"625","26169334cfbab355200da4098e33327a","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","",0.990273242,"Bacteria_Myxococcota_Polyangia_Polyangiales_Sandaracinaceae_uncultured"
"626","262abc0af9b970b901471bb88638ee70","Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales","Granulosicoccaceae","Granulosicoccus","uncultured_bacterium",0.980367788,"Bacteria_Proteobacteria_Gammaproteobacteria_Granulosicoccales_Granulosicoccaceae_Granulosicoccus"
"627","262c0be5e8dad3a0ab2cd9c06981e9f4","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus_Aquiluna","",0.976016858,"Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Microbacteriaceae_Candidatus_Aquiluna"
"628","263f6cba6d202b4fd1d9fdfbcdac9bc8","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","","",0.999886189,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_"
"629","263f98d1cee4975271a45e121a15dc7c","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","",0.984996058,"Bacteria_Bacteroidota_Bacteroidia_Chitinophagales_Saprospiraceae_uncultured"
"630","2645c9f9118cef6f539094e50407d5ff","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","",0.999999957,"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas"
"631","264e9dce0a42de403d49545b2f29cfe1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_"
"632","26501e6d36ec14a194d41f9f20165934","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","",0.956642157,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_uncultured"
"633","265dce73ad3cf2b09119de101b4d5f47","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas","uncultured_Nitrosospira",0.990196735,"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Nitrosomonadaceae_Nitrosomonas"
"634","2665d5d72ebaef600a533df779d2b625","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","",0.999941834,"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas"
"635","2675911d0af240147fdda847b7978dea","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","Candidatus_Diapherotrites",0.974585991,"Archaea_Nanoarchaeota_Nanoarchaeia_Woesearchaeales_SCGC_AAA011-D5_SCGC_AAA011-D5"
"636","26804f595ee612cb20a9b17cf6bd25b7","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","SCGC_AAA011-D5","uncultured_euryarchaeote",0.953121944,"Archaea_Nanoarchaeota_Nanoarchaeia_Woesearchaeales_SCGC_AAA011-D5_SCGC_AAA011-D5"
"637","26f5a5d1cd2da5beb28a3163d4703b91","Bacteria","","","","","","",0.985797024,"Bacteria_____"
"638","2703136f193652af2d4f917b5b89df85","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola","uncultured_Flavobacteriia",0.984487409,"Bacteria_Bacteroidota_Bacteroidia_Flavobacteriales_Crocinitomicaceae_Fluviicola"
"639","2703bd994b34c2ed269b2186afd3bc64","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella","",0.932699945,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Yoonia-Loktanella"
"640","2729e5938977f19f9d6301932f2b4b65","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","","","",1,"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade__"
"641","273888f165f2eec8d5d95b5569dc27a4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina","",0.902734312,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Planktomarina"
"642","2774bd476734c23b8c710a88e1f7d412","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Octadecabacter","Octadecabacter_arcticus",0.931987126,"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Octadecabacter"
"643","2798339908797f4daa8ece7c2cd25fa5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_bennonis",0.991600591,"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas"
"644","27b6387fbf6952659e1f8489ae196ad5","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured","",0.999999602,"Bacteria_Proteobacteria_Gammaproteobacteria_Gammaproteobacteria_Incertae_Sedis_Unknown_Family_uncultured"
"645","27d1e457185367dddc1f3a18b03b9d1e","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","",0.998959802,"Bacteria_Acidobacteriota_Vicinamibacteria_Vicinamibacterales_uncultured_uncultured"
"646","27d26648742d1e5d033ba4754533fce2","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","",0.999872876,"Bacteria_Patescibacteria_Saccharimonadia_Saccharimonadales_Saccharimonadales_Saccharimonadales"
"647","27d321266bb18082b2a12b7a17cb523d","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus_Aquiluna","",0.999975184,"Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Microbacteriaceae_Candidatus_Aquiluna"
"648","27d4d2b6936d56e6c2a9209ff68b1adb","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Aquipuribacter","uncultured_bacterium",0.989339733,"Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Intrasporangiaceae_Aquipuribacter"
"649","280a928e3589a1b709e73b1804690f66","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","",1,"Bacteria_Verrucomicrobiota_Verrucomicrobiae_Verrucomicrobiales_Rubritaleaceae_Rubritalea"
"650","282578acd7e3e4fc519292d4c41f09fc","Bacteria","Firmicutes","Clostridia","Lachnospirales","","","",0.98037063,"Bacteria_Firmicutes_Clostridia_Lachnospirales__"
"651","282c093b1e1e54979b470f209dd13158","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter","",0.999834228,"Bacteria_Bacteroidota_Bacteroidia_Cytophagales_Cyclobacteriaceae_Fabibacter"
